Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today,revenue_value,net_income_margin,operating_cash_flow_margin,fcf_proxy,fcf_proxy_margin,financing_dependence,accrual_spread,asset_turnover,cash_quality_score,cash_quality_bucket
BDX,$2B-$10B,969000000,52780000000,835000000,-524000000,2721000000,-17.7929,9407000000.0,0.103008,0.289253,2197000000.0,0.233549,0.088764,-0.186244,0.17823,0.247794,0 to 1 okay
BE,$100M-$500M,-74917000,2413677000,306487000,-26574000,-314710000,1813.4335,275191000.0,-0.272236,-1.143606,-341284000.0,-1.240171,1.113725,0.871369,0.114013,-4.368871,<=-2 bad
BEN,$2B-$10B,359800000,30121200000,1986800000,-2221300000,-329600000,23.5702,3894300000.0,0.092391,-0.084637,-2550900000.0,-0.655034,0.510182,0.177028,0.129288,-1.42688,-2 to -1 weak
BFH,$2B-$10B,455000000,23141000000,-3834000000,3141000000,398000000,91.1732,3411500000.0,0.133372,0.116664,3539000000.0,1.037374,0.0,0.016708,0.147422,1.13733,1 to 2 good
BG,$10B-$50B,632000000,27110000000,901000000,45000000,931000000,15.788,15328000000.0,0.041232,0.060739,976000000.0,0.063674,0.058781,-0.019507,0.5654,0.046125,0 to 1 okay
BGS,$500M-$1B,3415000,3463290000,-126483000,47505000,69527000,-32.1918,511814000.0,0.006672,0.135844,117032000.0,0.228661,0.0,-0.129172,0.147783,0.235334,0 to 1 okay
BHE,$500M-$1B,12360000,2274755000,67024000,-38712000,-24906000,73.4766,694695000.0,0.017792,-0.035852,-63618000.0,-0.091577,0.09648,0.053644,0.305393,-0.277552,-1 to 0 mixed
BHF,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,42.7948,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHFAL,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,-23.6199,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHFAM,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,-28.1574,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHFAN,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,-31.5981,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHFAO,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,-32.6617,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHFAP,$1B-$2B,-499000000,236340000000,1395000000,-1325000000,-500000000,-29.3709,1284000000.0,-0.388629,-0.389408,-1825000000.0,-1.42134,1.086449,0.000779,0.005433,-2.897975,<=-2 bad
BHR,$100M-$500M,16034000,2226824000,5273000,-18730000,42314000,-5.2529,215301000.0,0.074472,0.196534,23584000.0,0.10954,0.024491,-0.122062,0.096685,0.159521,0 to 1 okay
BIIB,$2B-$10B,387900000,26844800000,-43400000,-953000000,455300000,-22.2592,2463000000.0,0.157491,0.184856,-497700000.0,-0.202071,0.0,-0.027365,0.09175,-0.04458,-1 to 0 mixed
BK,$10B-$50B,982000000,409877000000,14413000000,-17752000000,1792000000,111.506,15931000000.0,0.061641,0.112485,-15960000000.0,-1.00182,0.904714,-0.050844,0.038868,-1.844894,-2 to -1 weak
BKH,$500M-$1B,114100000,9620400000,-209100000,-101500000,328700000,38.3486,921200000.0,0.12386,0.356817,227200000.0,0.246635,0.0,-0.232957,0.095755,0.370495,0 to 1 okay
BKNG,$2B-$10B,1892798000,24342000000,-2562000000,1586000000,2889000000,13.7692,3778000000.0,0.501005,0.76469,4475000000.0,1.184489,0.0,-0.263685,0.155205,1.685494,1 to 2 good
BKR,$2B-$10B,576000000,36945000000,-250000000,-229000000,461000000,94.0311,5716000000.0,0.10077,0.080651,232000000.0,0.040588,0.0,0.020119,0.154716,0.10112,0 to 1 okay
BLBD,$500M-$1B,-4164000,417766000,-33444000,-3740000,44716000,20.6074,535546000.0,-0.007775,0.083496,40976000.0,0.076513,0.0,-0.091271,1.281928,0.068737,0 to 1 okay
BLDR,$2B-$10B,333786000,10499452000,-411559000,-178860000,654381000,-35.9441,3883314000.0,0.085954,0.168511,475521000.0,0.122452,0.0,-0.082557,0.369859,0.208406,0 to 1 okay
BLKB,$100M-$500M,-14701000,2912279000,-353238000,-15331000,21806000,-50.9652,261753000.0,-0.056164,0.083308,6475000.0,0.024737,0.0,-0.139471,0.089879,-0.031427,-1 to 0 mixed
BLMN,$1B-$2B,91311000,3424081000,-116987000,-62945000,189668000,-68.7952,1244746000.0,0.073357,0.152375,126723000.0,0.101806,0.0,-0.079018,0.363527,0.175163,0 to 1 okay
BMBL,$100M-$500M,-1611000,3625127000,-16168000,-6811000,13389000,-59.203,242948000.0,-0.006631,0.055111,6578000.0,0.027076,0.0,-0.061742,0.067018,0.020445,0 to 1 okay
BMEA,$1B-$2B,-29051000,199927000,201000,-1756000,-24044000,-59.7534,1235000000.0,-0.023523,-0.019469,-25800000.0,-0.020891,0.000163,-0.004054,6.177255,-0.044577,-1 to 0 mixed
BMI,$100M-$500M,19415000,716919000,-6568000,-21323000,17970000,-34.0562,159101000.0,0.122029,0.112947,-3353000.0,-0.021075,0.0,0.009082,0.221923,0.08279,0 to 1 okay
BMRN,$500M-$1B,50852000,6841603000,-40742000,-30012000,-73932000,-34.9632,596415000.0,0.085263,-0.123961,-103944000.0,-0.174281,0.0,0.209223,0.087175,-0.507465,-1 to 0 mixed
BMY,$10B-$50B,2262000000,95159000000,-3050000000,-210000000,2970000000,42.1369,11337000000.0,0.199524,0.261974,2760000000.0,0.243451,0.0,-0.06245,0.119137,0.442974,0 to 1 okay
BNED,$100M-$500M,-52707000,980779000,-49675000,-31043000,91670000,67.2524,254674000.0,-0.206959,0.35995,60627000.0,0.238057,0.0,-0.566909,0.259665,0.031099,0 to 1 okay
BNL,$100M-$500M,39304000,5268735000,-144739000,29633000,74376000,26.4371,118992000.0,0.330308,0.62505,104009000.0,0.874084,0.0,-0.294743,0.022585,1.204392,1 to 2 good
BOOT,$1B-$2B,192450000,1517381000,-80895000,-60443000,88864000,31.1708,1488256000.0,0.129312,0.05971,28421000.0,0.019097,0.0,0.069602,0.980806,0.009205,0 to 1 okay
BOX,$100M-$500M,8350000,1241163000,-60921000,-8782000,124930000,-7.5189,251898000.0,0.033148,0.495955,116148000.0,0.461091,0.0,-0.462806,0.202953,0.49424,0 to 1 okay
BPOP,$100M-$500M,158979000,67675759000,-332797000,172778000,153046000,68.6399,448734000.0,0.354283,0.341062,325824000.0,0.726096,0.0,0.013222,0.006631,1.053936,1 to 2 good
BR,$2B-$10B,306500000,8233200000,63300000,-49100000,94100000,-20.2511,4221900000.0,0.072598,0.022289,45000000.0,0.010659,0.014993,0.050309,0.51279,-0.032355,-1 to 0 mixed
BRK-B,>$50B,35504000000,1069978000000,-9922000000,-7919000000,8693000000,17.5599,85393000000.0,0.415772,0.1018,774000000.0,0.009064,0.0,0.313972,0.079808,-0.203108,-1 to 0 mixed
BRKR,$500M-$1B,76500000,4249900000,-30700000,-108200000,87500000,-43.3115,685300000.0,0.11163,0.127681,-20700000.0,-0.030206,0.0,-0.016051,0.161251,0.081424,0 to 1 okay
BRO,$1B-$2B,236000000,13400000000,-121000000,-43000000,60000000,-26.002,1116000000.0,0.21147,0.053763,17000000.0,0.015233,0.0,0.157706,0.083284,-0.08871,-1 to 0 mixed
BRSP,$100M-$500M,-4127000,4198254000,-114408000,69622000,39673000,4.9393,110278000.0,-0.037424,0.359754,109295000.0,0.991086,0.0,-0.397178,0.026268,0.953663,0 to 1 okay
BSX,$2B-$10B,314000000,35136000000,-69000000,-484000000,190000000,-21.3151,3389000000.0,0.092653,0.056064,-294000000.0,-0.086751,0.0,0.036589,0.096454,-0.067276,-1 to 0 mixed
BSY,$100M-$500M,45490000,3319850000,-134241000,-20761000,176223000,-33.0498,314411000.0,0.144683,0.560486,155462000.0,0.494455,0.0,-0.415803,0.094706,0.639138,0 to 1 okay
BTSG,$2B-$10B,-21382000,5532721000,-24881000,-17463000,39896000,326.3204,2028378000.0,-0.010541,0.019669,22433000.0,0.01106,0.0,-0.03021,0.366615,0.000518,0 to 1 okay
BTSGU,$2B-$10B,-21382000,5532721000,-24881000,-17463000,39896000,243.2534,2028378000.0,-0.010541,0.019669,22433000.0,0.01106,0.0,-0.03021,0.366615,0.000518,0 to 1 okay
BTU,$1B-$2B,268500000,5962100000,-39000000,-58500000,386300000,16.1416,1364000000.0,0.196848,0.283211,327800000.0,0.240323,0.0,-0.086364,0.228778,0.43717,0 to 1 okay
BV,$1B-$2B,-40900000,3352200000,-12300000,-51800000,55000000,-6.9933,1658864000.0,-0.024655,0.033155,3200000.0,0.001929,0.0,-0.057811,0.494858,-0.022726,-1 to 0 mixed
BVS,$100M-$500M,-139150000,810910000,27380000,-15066000,2490000,77.9541,119059000.0,-1.168748,0.020914,-12576000.0,-0.105628,0.22997,-1.189662,0.146821,-1.504347,-2 to -1 weak
BWIN,$100M-$500M,-14132000,3501937000,-24522000,-5099000,-14031000,-29.7313,330446000.0,-0.042766,-0.042461,-19130000.0,-0.057891,0.0,-0.000306,0.094361,-0.100658,-1 to 0 mixed
BWXT,$500M-$1B,61092000,2747065000,49336000,-29780000,-13024000,132.0251,568360000.0,0.107488,-0.022915,-42804000.0,-0.075311,0.086804,0.130403,0.206897,-0.315434,-1 to 0 mixed
BX,$1B-$2B,85812000,40287530000,-1751464000,-74970000,352728000,-2.9826,1381845000.0,0.0621,0.255259,277758000.0,0.201005,0.0,-0.193159,0.0343,0.263105,0 to 1 okay
BXC,$500M-$1B,17812000,1537601000,-2703000,-8971000,88965000,-37.9292,797904000.0,0.022323,0.111498,79994000.0,0.100255,0.0,-0.089175,0.518928,0.122579,0 to 1 okay
BXP,$500M-$1B,77890000,26026149000,279052000,-285592000,234010000,-5.3571,803200000.0,0.096975,0.291347,-51582000.0,-0.064221,0.347425,-0.194373,0.030861,-0.314671,-1 to 0 mixed
BZH,$500M-$1B,59038000,2411033000,-5172000,-7774000,40268000,-18.6392,988836000.0,0.059705,0.040723,32494000.0,0.032861,0.0,0.018982,0.41013,0.054602,0 to 1 okay
CABO,$500M-$1B,57426000,6846933000,-73491000,-100714000,161787000,-71.8475,807266000.0,0.071136,0.200413,61073000.0,0.075654,0.0,-0.129277,0.117902,0.146791,0 to 1 okay
CACC,$100M-$500M,99500000,7610200000,118100000,-344200000,296500000,-0.544,453800000.0,0.21926,0.653372,-47700000.0,-0.105112,0.260247,-0.434112,0.05963,-0.1461,-1 to 0 mixed
CAG,$2B-$10B,-77500000,22052600000,-454500000,-260200000,703400000,-50.2801,9303700000.0,-0.00833,0.075604,443200000.0,0.047637,0.0,-0.083934,0.421887,0.039307,0 to 1 okay
CAH,>$50B,325000000,43417000000,-2459000000,-248000000,1981000000,106.5601,151559000000.0,0.002144,0.013071,1733000000.0,0.011434,0.0,-0.010926,3.490776,0.013579,0 to 1 okay
CAKE,$2B-$10B,28050000,2840383000,-25558000,-38162000,65035000,59.7487,2100609000.0,0.013353,0.03096,26873000.0,0.012793,0.0,-0.017607,0.739551,0.026146,0 to 1 okay
CAL,$500M-$1B,34727000,1818083000,-28488000,-6548000,37497000,-60.2131,632142000.0,0.054935,0.059317,30949000.0,0.048959,0.0,-0.004382,0.347697,0.103894,0 to 1 okay
CALM,$2B-$10B,647093000,1954525000,-146359000,-397620000,706509000,25.6385,2457537000.0,0.26331,0.287487,308889000.0,0.12569,0.0,-0.024177,1.257358,0.389,0 to 1 okay
CALX,$100M-$500M,9598000,941865000,10222000,-3278000,8112000,21.0393,250008000.0,0.038391,0.032447,4834000.0,0.019335,0.040887,0.005944,0.265439,0.004952,0 to 1 okay
CALY,$1B-$2B,25000000,9120600000,273400000,-139900000,-152100000,-1.397,1167400000.0,0.021415,-0.13029,-292000000.0,-0.250128,0.234196,0.151705,0.127996,-0.766318,-1 to 0 mixed
CAR,$2B-$10B,312000000,32569000000,841000000,-1678000000,819000000,88.4178,2557000000.0,0.122018,0.320297,-859000000.0,-0.335941,0.328901,-0.198279,0.07851,-0.542824,-1 to 0 mixed
CARG,$100M-$500M,16132000,918927000,-73238000,-5887000,66345000,44.542,231963000.0,0.069546,0.286015,60458000.0,0.260636,0.0,-0.21647,0.252428,0.330182,0 to 1 okay
CARR,$2B-$10B,387000000,32822000000,-213000000,-100000000,120000000,-3.6239,5273000000.0,0.073393,0.022757,20000000.0,0.003793,0.0,0.050635,0.160654,-0.024085,-1 to 0 mixed
CARS,$100M-$500M,11479000,1172449000,-35647000,-5371000,28141000,-43.335,167068000.0,0.068709,0.16844,22770000.0,0.136292,0.0,-0.099732,0.142495,0.205,0 to 1 okay
CASH,$100M-$500M,82613000,6868256000,-8644000,-131072000,183829000,55.9256,378277000.0,0.218393,0.485964,52757000.0,0.139467,0.0,-0.267571,0.055076,0.357859,0 to 1 okay
CASY,$10B-$50B,339790000,5943270000,191587000,-1157995000,788741000,110.0479,12952594000.0,0.026233,0.060894,-369254000.0,-0.028508,0.014791,-0.034661,2.179372,-0.017066,-1 to 0 mixed
CAT,$10B-$50B,1942000000,87476000000,-1106000000,-683000000,1573000000,130.2468,15862000000.0,0.122431,0.099168,890000000.0,0.056109,0.0,0.023263,0.18133,0.132014,0 to 1 okay
CB,$10B-$50B,1892000000,230682000000,-1424000000,-570000000,2251000000,26.9334,11057000000.0,0.171113,0.203581,1681000000.0,0.15203,0.0,-0.032468,0.047932,0.323144,0 to 1 okay
CBL,$100M-$500M,2259000,2405905000,-110009000,29872000,33175000,93.071,136359000.0,0.016567,0.243292,63047000.0,0.46236,0.0,-0.226725,0.056677,0.478927,0 to 1 okay
CBOE,$500M-$1B,173400000,7487500000,-141200000,1900000,1030800000,75.6597,663800000.0,0.261223,1.552877,1032700000.0,1.55574,0.0,-1.291654,0.088654,1.816963,1 to 2 good
CBRL,$2B-$10B,17129000,2218094000,-87241000,-86648000,151236000,-27.1476,2606076000.0,0.006573,0.058032,64588000.0,0.024784,0.0,-0.051459,1.174917,0.031356,0 to 1 okay
CBT,$1B-$2B,129000000,3604000000,-210000000,-64000000,214000000,-16.3225,1998000000.0,0.064565,0.107107,150000000.0,0.075075,0.0,-0.042543,0.554384,0.13964,0 to 1 okay
CBZ,$100M-$500M,73160000,2043592000,61778000,-45896000,-44511000,-58.4982,454606000.0,0.160931,-0.097911,-90407000.0,-0.198869,0.135893,0.258842,0.222454,-0.691515,-1 to 0 mixed
CC,$1B-$2B,145000000,8251000000,-68000000,-97000000,-124000000,16.277,1536000000.0,0.094401,-0.080729,-221000000.0,-0.14388,0.0,0.17513,0.186159,-0.39974,-1 to 0 mixed
CCC,$100M-$500M,2184000,3051040000,-4014000,-14534000,33078000,-55.301,204919000.0,0.010658,0.16142,18544000.0,0.090494,0.0,-0.150762,0.067164,0.101152,0 to 1 okay
CCI,$1B-$2B,418000000,38527000000,-139000000,-407000000,606000000,-12.6354,1773000000.0,0.235759,0.341794,199000000.0,0.112239,0.0,-0.106035,0.04602,0.347998,0 to 1 okay
CCL,$2B-$10B,-1100000000,49120000000,-1552000000,-1509000000,1525000000,43.1367,9343000000.0,-0.117735,0.163224,16000000.0,0.001713,0.0,-0.280959,0.190208,-0.116023,-1 to 0 mixed
CCOI,$100M-$500M,6148000,3211619000,-54616000,-23204000,35821000,-55.1347,359949000.0,0.01708,0.099517,12617000.0,0.035052,0.0,-0.082437,0.112077,0.052132,0 to 1 okay
CCRN,$500M-$1B,29436000,679317000,-46681000,-3496000,46865000,-26.7606,622707000.0,0.047271,0.07526,43369000.0,0.069646,0.0,-0.027989,0.916666,0.116917,0 to 1 okay
CCS,$500M-$1B,33311000,4139362000,-58282000,-20936000,191334000,-27.9631,752990000.0,0.044238,0.254099,170398000.0,0.226295,0.0,-0.209861,0.18191,0.270533,0 to 1 okay
CDE,$100M-$500M,-24586000,2080848000,69435000,-29317000,-35003000,234.2096,187298000.0,-0.131267,-0.186884,-64320000.0,-0.34341,0.370719,0.055617,0.09001,-0.956631,-1 to 0 mixed
CDNS,$1B-$2B,241804000,5669491000,-197352000,-35672000,267401000,-5.9301,1021690000.0,0.236671,0.261724,231729000.0,0.22681,0.0,-0.025054,0.180208,0.46348,0 to 1 okay
CDP,$100M-$500M,80398000,4177992000,-143533000,85183000,58745000,28.9263,167501000.0,0.479985,0.350714,143928000.0,0.859267,0.0,0.129271,0.040091,1.08071,1 to 2 good
CDRE,$100M-$500M,7002000,431179000,-9303000,-580000,12722000,-13.2423,111748000.0,0.062659,0.113845,12142000.0,0.108655,0.0,-0.051187,0.259168,0.171314,0 to 1 okay
CDW,$2B-$10B,230100000,13284600000,-348200000,-54200000,365400000,-40.3173,5103100000.0,0.04509,0.071604,311200000.0,0.060983,0.0,-0.026513,0.384137,0.106073,0 to 1 okay
CECO,$100M-$500M,1978000,600291000,34359000,-26655000,-12021000,124.4444,750000000.0,0.002637,-0.016028,-38676000.0,-0.051568,0.045812,0.018665,1.249394,-0.132073,-1 to 0 mixed
CELH,$100M-$500M,41227000,1536396000,-6314000,980000,-13831000,-41.2621,259939000.0,0.158603,-0.053209,-12851000.0,-0.049439,0.0,0.211811,0.169188,-0.314458,-1 to 0 mixed
CENX,$500M-$1B,-38600000,1846500000,-9400000,-14300000,-200000,263.9154,552400000.0,-0.069877,-0.000362,-14500000.0,-0.026249,0.0,-0.069515,0.299161,-0.096126,-1 to 0 mixed
CF,$2B-$10B,650000000,14376000000,-410000000,-34000000,947000000,62.3704,2012000000.0,0.323062,0.470676,913000000.0,0.453777,0.0,-0.147614,0.139955,0.776839,0 to 1 okay
CFG,$2B-$10B,511000000,221964000000,-5219000000,1492000000,1154000000,78.0309,2128000000.0,0.240132,0.542293,2646000000.0,1.243421,0.0,-0.302162,0.009587,1.483553,1 to 2 good
CFLT,$100M-$500M,-152555000,2460809000,37729000,-52483000,-77772000,5.0508,174302000.0,-0.875234,-0.446191,-130255000.0,-0.747295,0.216458,-0.429043,0.070831,-1.838986,-2 to -1 weak
CGNX,$100M-$500M,25615000,2017812000,-39324000,-5788000,27553000,16.2766,201124000.0,0.127359,0.136995,21765000.0,0.108217,0.0,-0.009636,0.099674,0.235576,0 to 1 okay
CHD,$1B-$2B,203200000,8569200000,-311700000,-29600000,273100000,-8.539,1429800000.0,0.142118,0.191006,243500000.0,0.170304,0.0,-0.048888,0.166853,0.312421,0 to 1 okay
CHDN,$500M-$1B,155700000,6955500000,-237700000,54500000,215900000,-27.3341,559500000.0,0.278284,0.38588,270400000.0,0.483289,0.0,-0.107596,0.08044,0.761573,0 to 1 okay
CHEF,$500M-$1B,1401000,1705306000,-5141000,-59633000,-2261000,70.8312,719645000.0,0.001947,-0.003142,-61894000.0,-0.086006,0.0,0.005089,0.422003,-0.094237,-1 to 0 mixed
CHRD,$500M-$1B,296999000,6926150000,-228074000,-241588000,468811000,-17.8595,896517000.0,0.331281,0.522925,227223000.0,0.253451,0.0,-0.191644,0.129439,0.584732,0 to 1 okay
CHRW,$2B-$10B,114891000,5595584000,-205992000,-26950000,254544000,111.0634,4611670000.0,0.024913,0.055196,227594000.0,0.049352,0.0,-0.030283,0.824162,0.074265,0 to 1 okay
CHSCL,$10B-$50B,1074919000,18957418000,103502000,-433487000,16570000,-1.6678,24072687000.0,0.044653,0.000688,-416917000.0,-0.017319,0.0043,0.043965,1.269829,-0.064895,-1 to 0 mixed
CHSCM,$10B-$50B,1074919000,18957418000,103502000,-433487000,16570000,0.21,24072687000.0,0.044653,0.000688,-416917000.0,-0.017319,0.0043,0.043965,1.269829,-0.064895,-1 to 0 mixed
CHSCN,$10B-$50B,1074919000,18957418000,103502000,-433487000,16570000,-1.5017,24072687000.0,0.044653,0.000688,-416917000.0,-0.017319,0.0043,0.043965,1.269829,-0.064895,-1 to 0 mixed
CHSCO,$10B-$50B,1074919000,18957418000,103502000,-433487000,16570000,-2.951,24072687000.0,0.044653,0.000688,-416917000.0,-0.017319,0.0043,0.043965,1.269829,-0.064895,-1 to 0 mixed
CHTR,$10B-$50B,1021000000,147193000000,-695000000,-2739000000,3323000000,-24.3067,13653000000.0,0.074782,0.24339,584000000.0,0.042774,0.0,-0.168608,0.092756,0.117557,0 to 1 okay
CI,$10B-$50B,1306000000,152761000000,-37000000,-2983000000,5028000000,-15.007,46517000000.0,0.028076,0.10809,2045000000.0,0.043962,0.0,-0.080014,0.304508,0.072038,0 to 1 okay
CIEN,$2B-$10B,133895000,5601495000,479575000,-277270000,-35828000,945.6616,2189176000.0,0.061162,-0.016366,-313098000.0,-0.143021,0.219066,0.077528,0.39082,-0.455982,-1 to 0 mixed
CINF,$2B-$10B,225000000,32769000000,-197000000,-362000000,250000000,39.4403,2241000000.0,0.100402,0.111557,-112000000.0,-0.049978,0.0,-0.011156,0.068388,0.050424,0 to 1 okay
CL,$2B-$10B,372000000,16393000000,-375000000,-264000000,735000000,-12.2024,4770000000.0,0.077987,0.154088,471000000.0,0.098742,0.0,-0.076101,0.290978,0.17673,0 to 1 okay
CLB,$100M-$500M,2373000,593617000,6064000,-2038000,-3169000,-14.4477,128356000.0,0.018488,-0.024689,-5207000.0,-0.040567,0.047244,0.043177,0.216227,-0.155676,-1 to 0 mixed
CLNE,$100M-$500M,-38697000,1259458000,-772000,60522000,-19004000,-16.1049,132183000.0,-0.292753,-0.14377,41518000.0,0.314095,0.0,-0.148983,0.104952,0.021342,0 to 1 okay
CLW,$500M-$1B,23800000,1671800000,-6300000,-21500000,-9100000,-69.7684,525400000.0,0.045299,-0.01732,-30600000.0,-0.058241,0.0,0.062619,0.314272,-0.13818,-1 to 0 mixed
CLX,$2B-$10B,-27000000,5945000000,-526000000,-142000000,728000000,-29.5591,5370000000.0,-0.005028,0.135568,586000000.0,0.109125,0.0,-0.140596,0.90328,0.104097,0 to 1 okay
CMCO,$500M-$1B,29660000,1685707000,420700000,-554311000,48881000,-53.6667,906555000.0,0.032717,0.05392,-505430000.0,-0.557528,0.464065,-0.021202,0.537789,-0.988875,-1 to 0 mixed
CMCSA,$10B-$50B,3834000000,264811000000,-3082000000,-3370000000,7228000000,-23.3077,29691000000.0,0.12913,0.243441,3858000000.0,0.129938,0.0,-0.114311,0.112121,0.259068,0 to 1 okay
CME,$1B-$2B,883800000,129706100000,-9198500000,-17200000,902400000,43.6545,1441600000.0,0.613069,0.625971,885200000.0,0.61404,0.0,-0.012902,0.011114,1.227109,1 to 2 good
CMG,$2B-$10B,291644000,8044362000,-193883000,-235549000,455036000,-45.725,2368580000.0,0.12313,0.192113,219487000.0,0.092666,0.0,-0.068983,0.29444,0.215796,0 to 1 okay
CMI,$2B-$10B,806000000,32005000000,-363000000,-228000000,495000000,136.6129,8453000000.0,0.095351,0.058559,267000000.0,0.031586,0.0,0.036792,0.264115,0.053354,0 to 1 okay
CMP,$500M-$1B,-21900000,1818000000,102900000,-49600000,149500000,151.2993,763500000.0,-0.028684,0.195809,99900000.0,0.130845,0.134774,-0.224492,0.419967,-0.032613,-1 to 0 mixed
CMS,$2B-$10B,204000000,33517000000,27000000,-651000000,1040000000,27.7165,2284000000.0,0.089317,0.455342,389000000.0,0.170315,0.011821,-0.366025,0.068145,0.247811,0 to 1 okay
CNDT,$500M-$1B,-6000000,3162000000,-19000000,-22000000,-12000000,-46.7593,922000000.0,-0.006508,-0.013015,-34000000.0,-0.036876,0.0,0.006508,0.291588,-0.056399,-1 to 0 mixed
CNK,$500M-$1B,-3100000,5230600000,-12900000,-55000000,-42200000,35.9613,610700000.0,-0.005076,-0.069101,-97200000.0,-0.159162,0.0,0.064025,0.116755,-0.292288,-1 to 0 mixed
CNMD,$100M-$500M,1819000,2300021000,5350000,-4254000,-3847000,-44.1943,295468000.0,0.006156,-0.01302,-8101000.0,-0.027418,0.018107,0.019176,0.128463,-0.077721,-1 to 0 mixed
CNNE,$100M-$500M,-4100000,3132800000,1200000,-44400000,-19700000,-26.8172,209200000.0,-0.019598,-0.094168,-64100000.0,-0.306405,0.005736,0.07457,0.066777,-0.48088,-1 to 0 mixed
CNO,$1B-$2B,-800000,35102500000,202000000,-406700000,81900000,58.9215,1006000000.0,-0.000795,0.081412,-324800000.0,-0.322863,0.200795,-0.082207,0.028659,-0.524453,-1 to 0 mixed
