quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,APLS,1492422,ok,True,10-Q,2024-08-01,0000950170-24-088938,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,APO,0001858681,ok,True,10-Q,2024-08-08,0001858681-24-000096,1,1,2024-08-01,0001858681-24-000090,agmearningsrelease2q2024.htm;erex9912q2024.htm,True,included
2024Q3,APOG,6845,ok,True,10-Q,2024-07-09,0000006845-24-000222,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,APP,1751008,ok,True,10-Q,2024-08-07,0001751008-24-000055,1,1,2024-08-07,0001751008-24-000053,a2q24applovinshareholder.htm;exhibit991-pressreleasedat.htm,True,included
2024Q3,APPF,1433195,ok,True,10-Q,2024-07-26,0001433195-24-000106,1,1,2024-07-25,0001433195-24-000103,appfq22024exhibit991.htm,True,included
2024Q3,APPN,1441683,ok,True,10-Q,2024-08-01,0001441683-24-000070,1,1,2024-08-01,0001441683-24-000068,appnex991earningsrelease-0.htm,True,included
2024Q3,APTV,1521332,ok,True,10-Q,2024-08-01,0001521332-24-000059,1,1,2024-08-01,0001521332-24-000055,aptvq22024ex991.htm,True,included
2024Q3,APVO,1671584,ok,True,10-Q,2024-08-08,0000950170-24-093366,1,1,2024-08-08,0000950170-24-093356,apvo-ex99_1.htm,True,included
2024Q3,AQST,1398733,ok,True,10-Q,2024-08-06,0001628280-24-035225,1,1,2024-08-06,0001628280-24-035223,q22024-ex991earningsrelease.htm;q22024supplementalearnin.htm,True,included
2024Q3,ARCB,894405,ok,True,10-Q,2024-08-02,0001558370-24-010701,1,1,2024-08-02,0001558370-24-010640,arcb-20240802xex99d1.htm;arcb-20240802xex99d2.htm;arcb-20240802xex99d3.htm,True,included
2024Q3,ARCT,1768224,ok,True,10-Q,2024-08-05,0000950170-24-090905,1,1,2024-08-05,0001193805-24-000990,e663815_ex99-1.htm,True,included
2024Q3,ARDX,1437402,ok,True,10-Q,2024-08-01,0001628280-24-034121,1,1,2024-08-01,0001628280-24-034110,ardx-20240630xexhibit991.htm,True,included
2024Q3,AREB,1648087,ok,True,10-Q,2024-08-14,0001493152-24-032142,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,ARES,1176948,ok,True,10-Q,2024-08-07,0001628280-24-035320,1,1,2024-08-02,0001628280-24-034260,a2024q2-ex991.htm;a2024q2-ex992earningspre.htm,True,included
2024Q3,ARHS,1875444,ok,True,10-Q,2024-08-08,0001875444-24-000128,1,0,2024-08-08,0001875444-24-000126,,False,missing_ex99_1_for_item_202
2024Q3,ARI,1467760,ok,True,10-Q,2024-08-06,0000950170-24-091841,1,1,2024-08-07,0001193125-24-195110,d862785dex991.htm;d862785dex992.htm,True,included
2024Q3,ARKO,1823794,ok,True,10-Q,2024-08-06,0000950170-24-091732,1,1,2024-08-06,0000950170-24-091728,arko-ex99_1.htm,True,included
2024Q3,ARLO,1736946,ok,True,10-Q,2024-08-08,0001736946-24-000035,1,1,2024-08-08,0001736946-24-000033,arloearningsrelease-ex991_.htm,True,included
2024Q3,ARLP,1086600,ok,True,10-Q,2024-08-07,0001558370-24-011365,1,1,2024-07-29,0001558370-24-010256,arlp-20240724xex99d1.htm;arlp-20240724xex99d2.htm,True,included
2024Q3,AROC,1389050,ok,True,10-Q,2024-07-31,0001389050-24-000035,2,2,2024-07-22;2024-07-31,0001104659-24-081572;0001389050-24-000032,tm2419927d1_ex99-1.htm;tm2419927d1_ex99-2.htm;tm2419927d1_ex99-3.htm;aroc-20240730xex99.htm,True,included
2024Q3,ARQ,1515156,ok,True,10-Q,2024-08-12,0001515156-24-000144,1,1,2024-08-12,0001515156-24-000145,a991pressreleaseq22024_812.htm,True,included
2024Q3,ARQT,1787306,ok,True,10-Q,2024-08-14,0001787306-24-000124,1,1,2024-08-14,0001787306-24-000122,pressreleaseex991q22024.htm,True,included
2024Q3,ARR,1428205,ok,True,10-Q,2024-07-24,0001428205-24-000182,1,1,2024-07-24,0001428205-24-000181,arrq22024pressrelease.htm,True,included
2024Q3,ARRY,1820721,ok,True,10-Q,2024-08-08,0001820721-24-000062,1,1,2024-08-08,0001820721-24-000060,a2024_q2earningspresenta.htm;exhibit9912024q2pressrelea.htm,True,included
2024Q3,ARTNA,863110,ok,True,10-Q,2024-08-07,0000863110-24-000037,1,1,2024-08-06,0000863110-24-000032,ex99.htm,True,included
2024Q3,ARVN,1655759,ok,True,10-Q,2024-07-30,0001655759-24-000118,1,0,2024-07-30,0001655759-24-000113,,False,missing_ex99_1_for_item_202
2024Q3,ARWR,879407,ok,True,10-Q,2024-08-08,0001628280-24-036104,1,1,2024-08-08,0001628280-24-036113,arwr-202408088kex991.htm,True,included
2024Q3,ASAN,1477720,ok,True,10-Q,2024-09-03,0001477720-24-000078,1,1,2024-09-03,0001477720-24-000075,asana8-kex991q2fy25.htm,True,included
2024Q3,ASB,7789,ok,True,10-Q,2024-07-30,0000007789-24-000062,1,1,2024-07-25,0000007789-24-000058,asb06302024ex991.htm;asb2q24earningspresentat.htm,True,included
2024Q3,ASGN,890564,ok,True,10-Q,2024-08-01,0000890564-24-000019,1,1,2024-07-24,0000890564-24-000017,earningsrelease-q224.htm,True,included
2024Q3,ASIX,1673985,ok,True,10-Q,2024-08-02,0001673985-24-000107,1,1,2024-08-02,0001673985-24-000102,exhibit99q22024prearningsa.htm,True,included
2024Q3,ASLE,1754170,ok,True,10-Q,2024-08-07,0001558370-24-011383,1,1,2024-08-07,0001558370-24-011357,asle-20240807xex99d1.htm,True,included
2024Q3,ASNS,0001141284,ok,True,10-Q,2024-08-14,0001213900-24-069173,2,2,2024-08-14;2024-08-19,0001213900-24-069175;0001213900-24-070798,ea021115902ex99-1_actelis.htm;ea021178901ex99-1_actelis.htm,True,included
2024Q3,ASO,1817358,ok,True,10-Q,2024-09-10,0001817358-24-000174,1,1,2024-09-10,0001817358-24-000170,exhibit991pressreleaseq220.htm,True,included
2024Q3,ASPI,0001921865,ok,True,10-Q,2024-08-19,0001477932-24-005128,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,ASPN,1145986,ok,True,10-Q,2024-08-08,0000950170-24-094005,1,0,2024-08-07,0001171843-24-004523,,False,missing_ex99_1_for_item_202
2024Q3,ASRT,1808665,ok,True,10-Q,2024-08-07,0001808665-24-000035,1,1,2024-08-07,0001808665-24-000033,asrtq22024earningsreleasee.htm,True,included
2024Q3,ASTE,792987,ok,True,10-Q,2024-08-08,0000792987-24-000044,1,0,2024-08-07,0000792987-24-000041,,False,missing_ex99_1_for_item_202
2024Q3,ASTH,1083446,ok,True,10-Q,2024-08-09,0000950170-24-094262,1,1,2024-08-07,0001104659-24-086761,tm2420865d1_ex99-1.htm;tm2420865d1_ex99-2.htm,True,included
2024Q3,ASTI,1350102,ok,True,10-Q,2024-08-06,0000950170-24-091911,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,ASTS,1780312,ok,True,10-Q,2024-08-14,0000950170-24-097099,1,1,2024-08-14,0000950170-24-097095,asts-ex99_1.htm;asts-ex99_2.htm,True,included
2024Q3,ASUR,884144,ok,True,10-Q,2024-08-01,0000884144-24-000053,1,1,2024-08-01,0000884144-24-000054,a20240801exhibit991.htm,True,included
2024Q3,ATEC,1350653,ok,True,10-Q,2024-07-31,0000950170-24-088670,1,1,2024-07-31,0000950170-24-088609,atec-ex99_1.htm,True,included
2024Q3,ATEN,1580808,ok,True,10-Q,2024-07-30,0001580808-24-000105,1,1,2024-07-30,0001580808-24-000103,atenq22024earningscallsl.htm;q2-24exx9917302024earnings.htm,True,included
2024Q3,ATEX,1304492,ok,True,10-Q,2024-08-06,0001304492-24-000103,1,1,2024-08-06,0001304492-24-000102,atex-06302024xpressrelease.htm,True,included
2024Q3,ATKR,1666138,ok,True,10-Q,2024-08-06,0001666138-24-000069,1,1,2024-08-06,0001666138-24-000067,atkr3q24exhibit991.htm;q32024earningsdeck-vf.htm,True,included
2024Q3,ATLC,1464343,ok,True,10-Q,2024-08-08,0001437749-24-025592,1,0,2024-07-23,0001437749-24-023282,,False,missing_ex99_1_for_item_202
2024Q3,ATLX,1540684,ok,True,10-Q,2024-08-09,0001493152-24-030957,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,ATMU,0001921963,ok,True,10-Q,2024-08-02,0001921963-24-000098,1,1,2024-08-02,0001921963-24-000096,atmu2024q28-kex991.htm,True,included
2024Q3,ATNI,879585,ok,True,10-Q,2024-08-09,0001558370-24-011708,1,1,2024-07-25,0001104659-24-082429,tm2420133d1_ex99-1.htm,True,included
2024Q3,ATO,731802,ok,True,10-Q,2024-08-07,0000731802-24-000023,1,1,2024-08-07,0000731802-24-000021,ato20240807exhibit991.htm,True,included
2024Q3,ATOM,1420520,ok,True,10-Q,2024-07-30,0001683168-24-005141,1,1,2024-07-30,0001683168-24-005134,atomera_ex9901.htm;atomera_ex9902.htm,True,included
2024Q3,ATOS,1488039,ok,True,10-Q,2024-08-12,0000950170-24-095102,1,1,2024-08-12,0000950170-24-095097,atos-ex99_1.htm,True,included
2024Q3,ATRC,1323885,ok,True,10-Q,2024-07-31,0001323885-24-000106,1,1,2024-07-30,0001323885-24-000104,exhibit991-07302024.htm,True,included
2024Q3,ATRO,8063,ok,True,10-Q,2024-08-05,0000008063-24-000048,1,1,2024-08-01,0000008063-24-000043,ex99120240629-pr.htm,True,included
2024Q3,AUPH,1600620,ok,True,10-Q,2024-08-01,0001600620-24-000091,1,1,2024-08-01,0001600620-24-000089,exhibit991_q22024pressrele.htm,True,included
2024Q3,AUR,1828108,ok,True,10-Q,2024-07-31,0001828108-24-000127,1,1,2024-07-31,0001828108-24-000126,aurora-2q24xshareholder_.htm,True,included
2024Q3,AUUD,1554818,ok,True,10-Q,2024-08-07,0001683168-24-005345,2,0,2024-08-23;2024-09-06,0001683168-24-006000;0001683168-24-006241,,False,missing_ex99_1_for_item_202
2024Q3,AVA,104918,ok,True,10-Q,2024-08-07,0000950170-24-092162,1,1,2024-08-07,0000950170-24-092166,ava-ex99_1.htm,True,included
2024Q3,AVAV,1368622,ok,True,10-Q,2024-09-05,0001558370-24-012587,1,1,2024-09-04,0001558370-24-012580,avav-20240904xex99d1.htm;avav-20240904xex99d2.htm,True,included
2024Q3,AVB,915912,ok,True,10-Q,2024-08-06,0000915912-24-000015,1,1,2024-08-01,0000915912-24-000013,q22024ex-991.htm;q22024ex-992.htm,True,included
2024Q3,AVD,5981,ok,True,10-Q,2024-08-09,0000950170-24-094865,1,1,2024-08-09,0001193125-24-197961,d796763dex991.htm;d796763dex992.htm,True,included
2024Q3,AVGO,1730168,ok,True,10-Q,2024-09-11,0001730168-24-000099,1,1,2024-09-05,0001730168-24-000095,avgo-08042024x8kxex99.htm,True,included
2024Q3,AVIR,1593899,ok,True,10-Q,2024-08-07,0000950170-24-092914,1,1,2024-08-07,0001193125-24-195895,d880974dex991.htm,True,included
2024Q3,AVNS,1606498,ok,True,10-Q,2024-07-31,0001606498-24-000077,1,1,2024-07-31,0001606498-24-000074,avns2q2024form8kex991.htm,True,included
2024Q3,AVNT,1122976,ok,True,10-Q,2024-08-06,0001122976-24-000057,1,1,2024-08-06,0001122976-24-000053,avnt-20240630xnewsrelease.htm,True,included
2024Q3,AVNW,1377789,ok,True,10-Q,2024-05-01,0001377789-24-000019,1,1,2024-09-11,0001377789-24-000036,fy24q4pressrelease09112024.htm,True,included
2024Q3,AVO,1802974,ok,True,10-Q,2024-09-09,0001802974-24-000039,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,AVPT,1777921,ok,True,10-Q,2024-08-08,0001437749-24-025596,1,0,2024-08-08,0001171843-24-004606,,False,missing_ex99_1_for_item_202
2024Q3,AVT,8858,ok,True,10-K,2024-08-14,0000008858-24-000030,1,1,2024-08-08,0000008858-24-000027,avt-20240808xex99d1.htm,True,included
2024Q3,AVTX,1534120,ok,True,10-Q,2024-08-12,0001628280-24-036591,1,1,2024-08-12,0001628280-24-036589,ex-9912q2024earningsrelease.htm,True,included
2024Q3,AVX,1826397,ok,True,10-Q,2024-08-13,0001493152-24-031696,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,AVY,8818,ok,True,10-Q,2024-07-30,0000008818-24-000015,1,1,2024-07-23,0001193125-24-182566,d841269dex991.htm;d841269dex992.htm,True,included
2024Q3,AWK,1410636,ok,True,10-Q,2024-07-31,0001410636-24-000134,1,1,2024-07-31,0001410636-24-000135,ex991-6302024q2pressrelease.htm,True,included
2024Q3,AWR,1056903,ok,True,10-Q,2024-08-06,0001628280-24-035232,1,1,2024-08-06,0001628280-24-035233,exhibit991pressrelease2024.htm,True,included
2024Q3,AX,1299709,ok,True,10-K,2024-08-22,0001299709-24-000113,1,1,2024-07-30,0001299709-24-000107,pressrelease-financialsche.htm;pressrelease20240630axearn.htm,True,included
2024Q3,AXGN,805928,ok,True,10-Q,2024-08-08,0000805928-24-000111,1,1,2024-08-08,0000805928-24-000107,a991axgnreleasedatedaugust.htm;axogeninccorporatepresen.htm,True,included
2024Q3,AXON,1069183,ok,True,10-Q,2024-08-07,0001069183-24-000049,1,1,2024-08-06,0001069183-24-000047,axon-20240806xex99d1.htm,True,included
2024Q3,AXP,4962,ok,True,10-Q,2024-07-19,0000004962-24-000052,1,1,2024-07-19,0000004962-24-000051,q224exhibit991.htm;q224exhibit992.htm,True,included
2024Q3,AXSM,1579428,ok,True,10-Q,2024-08-05,0000950170-24-090828,1,1,2024-08-05,0000950170-24-090311,axsm-ex99_1.htm,True,included
2024Q3,AXTI,1051627,ok,True,10-Q,2024-08-09,0001558370-24-011747,1,1,2024-08-01,0001558370-24-010602,axti-20240801xex99d1.htm,True,included
2024Q3,AZO,866787,ok,True,10-Q,2024-06-07,0001558370-24-009005,1,0,2024-09-24,0001171843-24-005333,,False,missing_ex99_1_for_item_202
2024Q3,AZTA,933974,ok,True,10-Q,2024-08-06,0001437749-24-024933,1,0,2024-08-06,0001437749-24-024893,,False,missing_ex99_1_for_item_202
2024Q3,AZZ,8947,ok,True,10-Q,2024-07-10,0000008947-24-000153,1,1,2024-07-10,0000008947-24-000152,exhibit991q1fy25earningsre.htm,True,included
2024Q3,BA,12927,ok,True,10-Q,2024-07-31,0000012927-24-000055,1,1,2024-07-31,0000012927-24-000051,a202406jun308kprex991.htm,True,included
2024Q3,BAC,70858,ok,False,,,,0,0,,,,False,missing_10q_10k_before_or_in_qtr;missing_8k_item_202_in_qtr
2024Q3,BALL,9389,ok,True,10-Q,2024-08-01,0001558370-24-010565,1,1,2024-08-01,0000009389-24-000031,ball-20240801xex99.htm,True,included
2024Q3,BANC,1169770,ok,True,10-Q,2024-08-09,0001628280-24-036507,1,1,2024-07-23,0001140361-24-033794,ef20032837_ex99-1.htm;ef20032837_ex99-2.htm,True,included
2024Q3,BAND,1514416,ok,True,10-Q,2024-08-01,0001514416-24-000140,1,0,2024-08-01,0001514416-24-000138,,False,missing_ex99_1_for_item_202
2024Q3,BARK,1819574,ok,True,10-Q,2024-08-07,0001819574-24-000039,1,1,2024-08-07,0001819574-24-000037,exhibit991-q1fy25pressrele.htm,True,included
2024Q3,BATRA,0001958140,ok,True,10-Q,2024-08-08,0001558370-24-011602,1,1,2024-08-08,0001958140-24-000019,batra-20240808xex99d1.htm,True,included
2024Q3,BATRK,0001958140,ok,True,10-Q,2024-08-08,0001558370-24-011602,1,1,2024-08-08,0001958140-24-000019,batra-20240808xex99d1.htm,True,included
2024Q3,BAX,10456,ok,True,10-Q,2024-08-06,0001628280-24-034965,1,1,2024-08-06,0001628280-24-034963,bax-20240630xex991.htm,True,included
2024Q3,BBBY,1130713,ok,True,10-Q,2024-07-31,0001130713-24-000057,1,1,2024-07-29,0001130713-24-000052,ex991q224pressrelease.htm,True,included
2024Q3,BBCP,1703956,ok,True,10-Q,2024-09-04,0001437749-24-028422,1,0,2024-09-04,0001437749-24-028398,,False,missing_ex99_1_for_item_202
2024Q3,BBIO,1743881,ok,True,10-Q,2024-08-01,0000950170-24-089326,1,1,2024-08-01,0000950170-24-088952,bbio-ex99_1.htm,True,included
2024Q3,BBSI,902791,ok,True,10-Q,2024-08-01,0000950170-24-088744,1,1,2024-07-31,0000950170-24-088570,bbsi-ex99_1.htm,True,included
2024Q3,BBT,1108134,ok,True,10-Q,2024-08-09,0001108134-24-000015,1,1,2024-07-18,0001104659-24-080743,tm2419702d1_ex99-1.htm,True,included
2024Q3,BBW,1113809,ok,True,10-Q,2024-09-12,0001437749-24-029054,1,0,2024-08-29,0001437749-24-027982,,False,missing_ex99_1_for_item_202
2024Q3,BBY,764478,ok,True,10-Q,2024-09-06,0000764478-24-000035,1,1,2024-08-29,0000764478-24-000031,bby-20240829xex99.htm,True,included
2024Q3,BCAB,1826892,ok,True,10-Q,2024-08-08,0000950170-24-094164,1,1,2024-08-08,0000950170-24-093888,bcab-ex99_1.htm,True,included
2024Q3,BCC,1328581,ok,True,10-Q,2024-08-05,0001328581-24-000079,1,1,2024-08-05,0001328581-24-000078,bccexhibit9916302024.htm;bccexhibit9926302024.htm,True,included
2024Q3,BCDA,925741,ok,True,10-Q,2024-08-13,0001437749-24-026310,1,0,2024-08-13,0001437749-24-026380,,False,missing_ex99_1_for_item_202
2024Q3,BCG,0001953984,ok,True,10-Q,2024-08-15,0001410578-24-001477,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,BCO,78890,ok,True,10-Q,2024-08-07,0000078890-24-000270,1,1,2024-08-07,0000078890-24-000269,ex991q22024.htm;exhibit992.htm,True,included
2024Q3,BCPC,9326,ok,True,10-Q,2024-07-26,0001628280-24-033177,1,1,2024-07-26,0001628280-24-033055,exhibit991-q22024.htm,True,included
2024Q3,BCRX,882796,ok,True,10-Q,2024-08-06,0001628280-24-035170,1,0,2024-08-05,0001171843-24-004422,,False,missing_ex99_1_for_item_202
2024Q3,BCYC,1761612,ok,True,10-Q,2024-08-06,0001558370-24-010949,1,1,2024-08-06,0001104659-24-086085,tm2420860d1_ex99-1.htm,True,included
2024Q3,BDC,913142,ok,True,10-Q,2024-08-01,0000913142-24-000029,1,1,2024-08-01,0000913142-24-000027,companynewsreleasedatedjun.htm,True,included
2024Q3,BDN,790816,ok,True,10-Q,2024-08-09,0000790816-24-000037,1,1,2024-07-24,0000790816-24-000033,bdnearningsrelease-ex991q2.htm,True,included
2024Q3,BDTX,1701541,ok,True,10-Q,2024-08-06,0001701541-24-000030,1,1,2024-08-06,0001701541-24-000028,bdtx-exhibit991_q22024.htm,True,included
2024Q3,BDX,10795,ok,True,10-Q,2024-08-01,0000010795-24-000067,1,1,2024-08-01,0000010795-24-000064,ex99106302024.htm,True,included
2024Q3,BE,1664703,ok,True,10-Q,2024-08-08,0001628280-24-036219,1,1,2024-08-08,0001628280-24-036108,ex991_q22024financialresul.htm,True,included
2024Q3,BEAM,1745999,ok,True,10-Q,2024-08-06,0000950170-24-091242,1,1,2024-08-06,0000950170-24-091201,beam-ex99_1.htm,True,included
2024Q3,BEEM,1398805,ok,True,10-Q,2024-08-13,0001683168-24-005571,1,1,2024-08-13,0001683168-24-005573,beam_ex9901.htm,True,included
2024Q3,BELFA,729580,ok,True,10-Q,2024-07-31,0001437749-24-024020,2,0,2024-07-24;2024-09-19,0001437749-24-023349;0001437749-24-029508,,False,missing_ex99_1_for_item_202
2024Q3,BELFB,729580,ok,True,10-Q,2024-07-31,0001437749-24-024020,2,0,2024-07-24;2024-09-19,0001437749-24-023349;0001437749-24-029508,,False,missing_ex99_1_for_item_202
2024Q3,BEN,38777,ok,True,10-Q,2024-07-26,0000038777-24-000115,1,1,2024-07-26,0000038777-24-000112,exhibit991q3fy24.htm,True,included
2024Q3,BENF,0001775734,ok,True,10-Q,2024-08-14,0001775734-24-000058,2,2,2024-07-09;2024-08-14,0001775734-24-000024;0001775734-24-000054,q424earningsrelease.htm;q125earningsrelease.htm,True,included
2024Q3,BF-B,14693,ok,True,10-Q,2024-08-29,0000014693-24-000156,1,0,2024-08-29,0000014693-24-000152,,False,missing_ex99_1_for_item_202
2024Q3,BFH,1101215,ok,True,10-Q,2024-08-01,0001101215-24-000181,1,1,2024-07-25,0001101215-24-000173,exhibit991.htm;exhibit992.htm;exhibit993to7-25x248xk.htm,True,included
2024Q3,BFS,907254,ok,True,10-Q,2024-08-01,0000907254-24-000088,1,1,2024-08-01,0000907254-24-000086,bfs-06302024xex991.htm,True,included
2024Q3,BG,0001996862,ok,True,10-Q,2024-08-01,0001996862-24-000194,1,1,2024-07-31,0001996862-24-000192,epr06302024.htm,True,included
2024Q3,BGC,1094831,ok,True,10-Q,2024-08-08,0001628280-24-035883,1,0,2024-07-30,0001628280-24-033356,,False,missing_ex99_1_for_item_202
2024Q3,BGMS,1130166,ok,True,10-Q,2024-08-14,0001558370-24-012271,1,1,2024-08-14,0001104659-24-089636,tm2421702d1_ex99-1.htm,True,included
2024Q3,BGS,1278027,ok,True,10-Q,2024-08-06,0001558370-24-011087,1,1,2024-08-06,0001558370-24-011078,bgs-20240806xex99d1.htm,True,included
2024Q3,BH,1726173,ok,True,10-Q,2024-08-09,0001726173-24-000035,1,0,2024-08-09,0001726173-24-000036,,False,missing_ex99_1_for_item_202
2024Q3,BHB,743367,ok,True,10-Q,2024-08-07,0001558370-24-011348,1,1,2024-07-18,0001558370-24-009893,bhb-20240718xex99d1.htm,True,included
2024Q3,BHE,863436,ok,True,10-Q,2024-08-01,0000950170-24-088810,1,1,2024-07-30,0000950170-24-087893,bhe-ex99_1.htm;bhe-ex99_2.htm,True,included
2024Q3,BHF,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHFAL,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHFAM,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHFAN,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHFAO,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHFAP,1685040,ok,True,10-Q,2024-08-08,0001685040-24-000037,1,1,2024-08-07,0001685040-24-000035,q22024bhfearningspressrele.htm,True,included
2024Q3,BHR,1574085,ok,True,10-Q,2024-08-08,0001574085-24-000201,1,1,2024-07-31,0001574085-24-000187,bhr2024q2earningsrelease.htm,True,included
2024Q3,BIIB,875045,ok,True,10-Q,2024-08-01,0000875045-24-000025,1,1,2024-08-01,0000875045-24-000022,exhibit991-q22024pressrele.htm,True,included
2024Q3,BJRI,1013488,ok,True,10-Q,2024-08-05,0000950170-24-090952,1,0,2024-07-25,0001171843-24-004149,,False,missing_ex99_1_for_item_202
2024Q3,BK,1390777,ok,True,10-Q,2024-08-02,0001390777-24-000105,1,1,2024-07-12,0001390777-24-000091,ex991_earningsreleasex2q24.htm;ex992_financialsupplementx.htm;ex993_financialhighlight.htm,True,included
2024Q3,BKD,1332349,ok,True,10-Q,2024-08-09,0001332349-24-000102,2,1,2024-07-09;2024-08-08,0001332349-24-000090;0001332349-24-000099,a2q24earningsrelease.htm,True,included
2024Q3,BKE,885245,ok,True,10-Q,2024-09-12,0000885245-24-000089,1,0,2024-08-23,0000885245-24-000077,,False,missing_ex99_1_for_item_202
2024Q3,BKH,1130464,ok,True,10-Q,2024-08-01,0000950170-24-089042,1,1,2024-07-31,0000950170-24-088610,bkh-ex99.htm,True,included
2024Q3,BKKT,1820302,ok,True,10-Q,2024-08-14,0001820302-24-000119,1,1,2024-08-14,0001820302-24-000118,bkktq224earningsreleasefin.htm,True,included
2024Q3,BKNG,1075531,ok,True,10-Q,2024-08-01,0001075531-24-000041,1,1,2024-08-01,0001075531-24-000039,ex99163024.htm,True,included
2024Q3,BKR,1701605,ok,True,10-Q,2024-07-26,0001701605-24-000111,1,1,2024-07-25,0001701605-24-000109,earningsreleaseex991063020.htm,True,included
2024Q3,BKSY,1753539,ok,True,10-Q,2024-08-08,0001753539-24-000095,1,1,2024-08-08,0001753539-24-000093,exhibit991-blackskyq22024e.htm,True,included
2024Q3,BL,1666134,ok,True,10-Q,2024-08-07,0001666134-24-000016,1,0,2024-08-06,0001171843-24-004481,,False,missing_ex99_1_for_item_202
2024Q3,BLBD,1589526,ok,True,10-Q,2024-08-07,0001589526-24-000083,1,1,2024-08-07,0001589526-24-000081,a20243qresultsreleaseex991.htm,True,included
2024Q3,BLDR,1316835,ok,True,10-Q,2024-08-06,0000950170-24-091788,1,1,2024-08-06,0000950170-24-091191,bldr-ex99_1.htm;bldr-ex99_2.htm,True,included
2024Q3,BLFS,834365,ok,True,10-Q,2024-08-09,0001628280-24-036470,2,1,2024-08-08;2024-08-09,0001628280-24-036163;0001628280-24-036343,blfsq22024earningsrelease.htm,True,included
2024Q3,BLKB,1280058,ok,True,10-Q,2024-07-31,0001280058-24-000057,1,1,2024-07-30,0001280058-24-000054,blkbq22024exhibit991.htm,True,included
2024Q3,BLMN,1546417,ok,True,10-Q,2024-08-07,0001546417-24-000125,1,1,2024-08-06,0001546417-24-000123,ex991-earningsq224pressrel.htm,True,included
